"symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TMPRSS6",47.7117061567145,3.3278394622902,0.745480236112667,4.46402104453277,8.04356589466126e-06,0.000773888536834834
"SH3BGRL2",1082.61178348875,1.77735213089966,0.398451293694053,4.46065092278099,8.17110918151411e-06,0.000778298149539219
"COLCA2",22.0633351638678,2.33113006348459,0.523256408551914,4.45504350331012,8.38761851761819e-06,0.00079494593413247
"ARHGAP44",108.775855943939,1.35296892726999,0.303887451711338,4.45220399740352,8.49933601482591e-06,0.000801546292487295
"ABCC6",85.2411944857206,2.27605378659618,0.512840625109242,4.43813082497383,9.07434615228167e-06,0.000847383795102773
"SERPING1",19888.402187087,1.60200497785422,0.361847449671542,4.42729382038868,9.54227105525624e-06,0.000886732993183567
"P4HA3",357.251126298905,2.25829504380539,0.510892783397592,4.42029153120357,9.85678343738186e-06,0.000907109780106882
"SERPINA11",158.287276289697,6.88856651373644,1.56152675664723,4.41143034175536,1.02689991677931e-05,0.000936002077255786
"IQSEC3",81.8990129721477,1.26336222275807,0.287113116569177,4.40022468445348,1.08138849829787e-05,0.00097171938172521
"PRPH2",40.5000671743106,1.92070890004107,0.436760715876839,4.39762284065558,1.09442944952544e-05,0.000974246776329887
"C1R",14540.1007130495,1.75469185207241,0.399165496927304,4.39590061160013,1.10314404232629e-05,0.000977436930526318
"MAGIX",44.3390017098309,1.37412998367795,0.313222145619854,4.38707799845569,1.14883600258487e-05,0.00100854036171621
"APOF",234.631075818811,5.95856093284536,1.36113893701286,4.37762874223695,1.19977492627134e-05,0.00104842717181051
"KCNJ5",602.687364556204,1.99767085927779,0.456621455689177,4.37489485960031,1.21491021319745e-05,0.00105680545942518
"TTR",610.859052267701,3.88642034312456,0.889843328357811,4.36753327161184,1.25657658885843e-05,0.00108808109171605
"F12",171.970478415261,2.56103888372719,0.587084317395291,4.36230164534069,1.2870125447811e-05,0.00110939316642896
"FAM3B",34.9353209139014,2.02756579468343,0.466250055790583,4.34866606341837,1.36968084470645e-05,0.0011648401826633
"APCS",333.848435838347,12.9539756553474,2.98061325874485,4.34607731054728,1.38593738099307e-05,0.00117342698257413
"ALDH2",6909.89016791667,1.97096668367797,0.453720543148612,4.34401023590505,1.39904992056057e-05,0.00117928765427783
"TMEM220-AS1",29.6760153429206,1.86626895980926,0.429941433409629,4.34075158797538,1.41996182075997e-05,0.00119164196852323
"FMO3",633.27854850825,2.37192567375766,0.546787603426167,4.33792876593249,1.43831752814686e-05,0.00120175214522797
"SMLR1",42.9935723755055,4.82292400079839,1.11269462657712,4.33445429285004,1.4612214330028e-05,0.00121555756762896
"TMEM37",771.991392747325,1.51562421808543,0.350513798289347,4.32400728725177,1.53220231465777e-05,0.00126356944130868
